participantId,trialId,trialOrder,responseId,status,rejectReason,rejectTime,percentComplete,description,instruction,responsePrompt,answer,correctAnswer,responseMin,responseMax,startTime,endTime,duration,cleanedDuration,configHash,parameters_indices
"02624b70-d380-4c40-baa0-50ce1a4c43a6","participantTags","null","participantTags","undefined","undefined","undefined","undefined","undefined","undefined","undefined","[]","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"02624b70-d380-4c40-baa0-50ce1a4c43a6","prolific","0","prolificId","completed","undefined","undefined","100.00","undefined","undefined","Please enter your Prolific ID","665e2e4ec1e8281198d5f8d5","undefined","undefined","undefined","2025-05-22T03:56:46.159Z","2025-05-22T03:57:04.613Z","18454","16062","e5da9d5359c158923f40c88d3ed3297956b6b2f34c159ac86d8396e1d4ad6bdd","undefined"
"02624b70-d380-4c40-baa0-50ce1a4c43a6","introduction","1","","completed","undefined","undefined","100.00","undefined","undefined","undefined","undefined","undefined","undefined","undefined","2025-05-22T03:57:04.706Z","2025-05-22T03:57:08.382Z","3676","3676","e5da9d5359c158923f40c88d3ed3297956b6b2f34c159ac86d8396e1d4ad6bdd","undefined"
"02624b70-d380-4c40-baa0-50ce1a4c43a6","consent","2","","completed","undefined","undefined","100.00","undefined","undefined","undefined","undefined","undefined","undefined","undefined","2025-05-22T03:57:08.492Z","2025-05-22T03:57:12.481Z","3989","3989","e5da9d5359c158923f40c88d3ed3297956b6b2f34c159ac86d8396e1d4ad6bdd","undefined"
"02624b70-d380-4c40-baa0-50ce1a4c43a6","training","3","","completed","undefined","undefined","100.00","undefined","undefined","undefined","undefined","undefined","undefined","undefined","2025-05-22T03:57:12.563Z","2025-05-22T03:57:44.735Z","32172","32172","e5da9d5359c158923f40c88d3ed3297956b6b2f34c159ac86d8396e1d4ad6bdd","undefined"
"02624b70-d380-4c40-baa0-50ce1a4c43a6","training_prep","4","","completed","undefined","undefined","100.00","undefined","undefined","undefined","undefined","undefined","undefined","undefined","2025-05-22T03:57:44.820Z","2025-05-22T03:57:51.362Z","6542","6542","e5da9d5359c158923f40c88d3ed3297956b6b2f34c159ac86d8396e1d4ad6bdd","undefined"
"02624b70-d380-4c40-baa0-50ce1a4c43a6","train1","5","answer","completed","undefined","undefined","100.00","Shortest path stimulus","What is the length of the shortest path between the highlighted nodes?","What is the shortest path between the two highlighted nodes?","4","2","undefined","undefined","2025-05-22T03:57:51.426Z","2025-05-22T03:58:22.147Z","30721","30721","e5da9d5359c158923f40c88d3ed3297956b6b2f34c159ac86d8396e1d4ad6bdd","training,0,training"
"02624b70-d380-4c40-baa0-50ce1a4c43a6","train2","6","answer","completed","undefined","undefined","100.00","Shortest path stimulus","What is the length of the shortest path between the highlighted nodes?","What is the shortest path between the two highlighted nodes?","5","5","undefined","undefined","2025-05-22T03:58:22.221Z","2025-05-22T03:58:37.481Z","15260","15260","e5da9d5359c158923f40c88d3ed3297956b6b2f34c159ac86d8396e1d4ad6bdd","training,1,training"
"02624b70-d380-4c40-baa0-50ce1a4c43a6","train3","7","answer","completed","undefined","undefined","100.00","Shortest path stimulus","What is the length of the shortest path between the highlighted nodes?","What is the shortest path between the two highlighted nodes?","2","2","undefined","undefined","2025-05-22T03:58:37.566Z","2025-05-22T03:58:45.515Z","7949","7949","e5da9d5359c158923f40c88d3ed3297956b6b2f34c159ac86d8396e1d4ad6bdd","training,2,training"
"02624b70-d380-4c40-baa0-50ce1a4c43a6","train4","8","answer","completed","undefined","undefined","100.00","Shortest path stimulus","What is the length of the shortest path between the highlighted nodes?","What is the shortest path between the two highlighted nodes?","2","2","undefined","undefined","2025-05-22T03:58:45.586Z","2025-05-22T03:58:54.735Z","9149","9149","e5da9d5359c158923f40c88d3ed3297956b6b2f34c159ac86d8396e1d4ad6bdd","training,3,training"
"02624b70-d380-4c40-baa0-50ce1a4c43a6","train5","9","answer","completed","undefined","undefined","100.00","Shortest path stimulus","What is the length of the shortest path between the highlighted nodes?","What is the shortest path between the two highlighted nodes?","5","5","undefined","undefined","2025-05-22T03:58:54.801Z","2025-05-22T03:59:03.497Z","8696","8696","e5da9d5359c158923f40c88d3ed3297956b6b2f34c159ac86d8396e1d4ad6bdd","training,4,training"
"02624b70-d380-4c40-baa0-50ce1a4c43a6","train6","10","answer","completed","undefined","undefined","100.00","Shortest path stimulus","What is the length of the shortest path between the highlighted nodes?","What is the shortest path between the two highlighted nodes?","3","4","undefined","undefined","2025-05-22T03:59:03.587Z","2025-05-22T03:59:14.334Z","10747","10747","e5da9d5359c158923f40c88d3ed3297956b6b2f34c159ac86d8396e1d4ad6bdd","training,5,training"
"02624b70-d380-4c40-baa0-50ce1a4c43a6","break","11","","completed","undefined","undefined","100.00","undefined","undefined","undefined","undefined","undefined","undefined","undefined","2025-05-22T03:59:14.405Z","2025-05-22T03:59:17.315Z","2910","2910","e5da9d5359c158923f40c88d3ed3297956b6b2f34c159ac86d8396e1d4ad6bdd","undefined"
"02624b70-d380-4c40-baa0-50ce1a4c43a6","spl_fake_50_1","12","answer","completed","undefined","undefined","100.00","Shortest path stimulus","What is the length of the shortest path between the highlighted nodes?","What is the shortest path between the two highlighted nodes?","2","undefined","undefined","undefined","2025-05-22T03:59:17.375Z","2025-05-22T03:59:25.964Z","8589","8589","e5da9d5359c158923f40c88d3ed3297956b6b2f34c159ac86d8396e1d4ad6bdd","fake,50,1"
"02624b70-d380-4c40-baa0-50ce1a4c43a6","spl_fake_50_2","13","answer","completed","undefined","undefined","100.00","Shortest path stimulus","What is the length of the shortest path between the highlighted nodes?","What is the shortest path between the two highlighted nodes?","3","undefined","undefined","undefined","2025-05-22T03:59:26.025Z","2025-05-22T03:59:36.747Z","10722","10722","e5da9d5359c158923f40c88d3ed3297956b6b2f34c159ac86d8396e1d4ad6bdd","fake,50,2"
"02624b70-d380-4c40-baa0-50ce1a4c43a6","spl_9_50_1","14","answer","completed","undefined","undefined","100.00","Shortest path stimulus","What is the length of the shortest path between the highlighted nodes?","What is the shortest path between the two highlighted nodes?","I am unable to work this out","undefined","undefined","undefined","2025-05-22T03:59:36.814Z","2025-05-22T03:59:50.916Z","14102","14102","e5da9d5359c158923f40c88d3ed3297956b6b2f34c159ac86d8396e1d4ad6bdd","9,50,1"
"02624b70-d380-4c40-baa0-50ce1a4c43a6","spl_9_50_0","15","answer","completed","undefined","undefined","100.00","Shortest path stimulus","What is the length of the shortest path between the highlighted nodes?","What is the shortest path between the two highlighted nodes?","2","undefined","undefined","undefined","2025-05-22T03:59:50.982Z","2025-05-22T03:59:57.697Z","6715","6715","e5da9d5359c158923f40c88d3ed3297956b6b2f34c159ac86d8396e1d4ad6bdd","9,50,0"
"02624b70-d380-4c40-baa0-50ce1a4c43a6","spl_9_50_2","16","answer","completed","undefined","undefined","100.00","Shortest path stimulus","What is the length of the shortest path between the highlighted nodes?","What is the shortest path between the two highlighted nodes?","3","undefined","undefined","undefined","2025-05-22T03:59:57.760Z","2025-05-22T04:00:06.981Z","9221","9221","e5da9d5359c158923f40c88d3ed3297956b6b2f34c159ac86d8396e1d4ad6bdd","9,50,2"
