participantId,trialId,trialOrder,responseId,status,rejectReason,rejectTime,percentComplete,description,instruction,responsePrompt,answer,correctAnswer,responseMin,responseMax,startTime,endTime,duration,cleanedDuration,configHash,parameters_indices
"3e0eb158-3614-4435-a41f-ffc2b22428aa","participantTags","null","participantTags","undefined","undefined","undefined","undefined","undefined","undefined","undefined","[]","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"3e0eb158-3614-4435-a41f-ffc2b22428aa","prolific","0","prolificId","completed","undefined","undefined","100.00","undefined","undefined","Please enter your Prolific ID","66c19251237692d2ae3bb12f","undefined","undefined","undefined","2025-05-22T04:40:00.866Z","2025-05-22T04:40:05.486Z","4620","4620","08a8f87fa5f85a384723eec59e12ee7bd0ee869b06b7ca268c64c55d3a6f8ed8","undefined"
"3e0eb158-3614-4435-a41f-ffc2b22428aa","introduction","1","","completed","undefined","undefined","100.00","undefined","undefined","undefined","undefined","undefined","undefined","undefined","2025-05-22T04:40:05.906Z","2025-05-22T04:40:21.999Z","16093","16093","08a8f87fa5f85a384723eec59e12ee7bd0ee869b06b7ca268c64c55d3a6f8ed8","undefined"
"3e0eb158-3614-4435-a41f-ffc2b22428aa","consent","2","","completed","undefined","undefined","100.00","undefined","undefined","undefined","undefined","undefined","undefined","undefined","2025-05-22T04:40:22.473Z","2025-05-22T04:40:29.069Z","6596","6596","08a8f87fa5f85a384723eec59e12ee7bd0ee869b06b7ca268c64c55d3a6f8ed8","undefined"
"3e0eb158-3614-4435-a41f-ffc2b22428aa","training","3","","completed","undefined","undefined","100.00","undefined","undefined","undefined","undefined","undefined","undefined","undefined","2025-05-22T04:40:29.483Z","2025-05-22T04:41:22.035Z","52552","52552","08a8f87fa5f85a384723eec59e12ee7bd0ee869b06b7ca268c64c55d3a6f8ed8","undefined"
"3e0eb158-3614-4435-a41f-ffc2b22428aa","training_prep","4","","completed","undefined","undefined","100.00","undefined","undefined","undefined","undefined","undefined","undefined","undefined","2025-05-22T04:41:22.494Z","2025-05-22T04:41:30.800Z","8306","8306","08a8f87fa5f85a384723eec59e12ee7bd0ee869b06b7ca268c64c55d3a6f8ed8","undefined"
"3e0eb158-3614-4435-a41f-ffc2b22428aa","train2","5","answer","completed","undefined","undefined","100.00","Shortest path stimulus","What is the length of the shortest path between the highlighted nodes?","What is the shortest path between the two highlighted nodes?","4","5","undefined","undefined","2025-05-22T04:41:31.205Z","2025-05-22T04:41:49.318Z","18113","18113","08a8f87fa5f85a384723eec59e12ee7bd0ee869b06b7ca268c64c55d3a6f8ed8","training,1,training"
"3e0eb158-3614-4435-a41f-ffc2b22428aa","train1","6","answer","completed","undefined","undefined","100.00","Shortest path stimulus","What is the length of the shortest path between the highlighted nodes?","What is the shortest path between the two highlighted nodes?","2","2","undefined","undefined","2025-05-22T04:41:49.762Z","2025-05-22T04:42:02.469Z","12707","12707","08a8f87fa5f85a384723eec59e12ee7bd0ee869b06b7ca268c64c55d3a6f8ed8","training,0,training"
"3e0eb158-3614-4435-a41f-ffc2b22428aa","train4","7","answer","completed","undefined","undefined","100.00","Shortest path stimulus","What is the length of the shortest path between the highlighted nodes?","What is the shortest path between the two highlighted nodes?","2","2","undefined","undefined","2025-05-22T04:42:02.924Z","2025-05-22T04:42:13.463Z","10539","10539","08a8f87fa5f85a384723eec59e12ee7bd0ee869b06b7ca268c64c55d3a6f8ed8","training,3,training"
"3e0eb158-3614-4435-a41f-ffc2b22428aa","train6","8","answer","completed","undefined","undefined","100.00","Shortest path stimulus","What is the length of the shortest path between the highlighted nodes?","What is the shortest path between the two highlighted nodes?","3","4","undefined","undefined","2025-05-22T04:42:13.990Z","2025-05-22T04:43:09.156Z","55166","55166","08a8f87fa5f85a384723eec59e12ee7bd0ee869b06b7ca268c64c55d3a6f8ed8","training,5,training"
"3e0eb158-3614-4435-a41f-ffc2b22428aa","train3","9","answer","completed","undefined","undefined","100.00","Shortest path stimulus","What is the length of the shortest path between the highlighted nodes?","What is the shortest path between the two highlighted nodes?","2","2","undefined","undefined","2025-05-22T04:43:09.646Z","2025-05-22T04:43:31.038Z","21392","21392","08a8f87fa5f85a384723eec59e12ee7bd0ee869b06b7ca268c64c55d3a6f8ed8","training,2,training"
"3e0eb158-3614-4435-a41f-ffc2b22428aa","train5","10","answer","completed","undefined","undefined","100.00","Shortest path stimulus","What is the length of the shortest path between the highlighted nodes?","What is the shortest path between the two highlighted nodes?","5","5","undefined","undefined","2025-05-22T04:43:31.351Z","2025-05-22T04:43:43.844Z","12493","12493","08a8f87fa5f85a384723eec59e12ee7bd0ee869b06b7ca268c64c55d3a6f8ed8","training,4,training"
"3e0eb158-3614-4435-a41f-ffc2b22428aa","break","11","","completed","undefined","undefined","100.00","undefined","undefined","undefined","undefined","undefined","undefined","undefined","2025-05-22T04:43:44.187Z","2025-05-22T04:43:54.012Z","9825","9825","08a8f87fa5f85a384723eec59e12ee7bd0ee869b06b7ca268c64c55d3a6f8ed8","undefined"
"3e0eb158-3614-4435-a41f-ffc2b22428aa","spl_fake_25_1","12","answer","completed","undefined","undefined","100.00","Shortest path stimulus","What is the length of the shortest path between the highlighted nodes?","What is the shortest path between the two highlighted nodes?","5","undefined","undefined","undefined","2025-05-22T04:43:54.314Z","2025-05-22T04:44:11.812Z","17498","17498","08a8f87fa5f85a384723eec59e12ee7bd0ee869b06b7ca268c64c55d3a6f8ed8","fake,25,1"
"3e0eb158-3614-4435-a41f-ffc2b22428aa","spl_fake_25_2","13","answer","completed","undefined","undefined","100.00","Shortest path stimulus","What is the length of the shortest path between the highlighted nodes?","What is the shortest path between the two highlighted nodes?","3","undefined","undefined","undefined","2025-05-22T04:44:12.126Z","2025-05-22T04:44:25.085Z","12959","12959","08a8f87fa5f85a384723eec59e12ee7bd0ee869b06b7ca268c64c55d3a6f8ed8","fake,25,2"
"3e0eb158-3614-4435-a41f-ffc2b22428aa","spl_7_25_5","14","answer","completed","undefined","undefined","100.00","Shortest path stimulus","What is the length of the shortest path between the highlighted nodes?","What is the shortest path between the two highlighted nodes?","I am unable to work this out","undefined","undefined","undefined","2025-05-22T04:44:25.390Z","2025-05-22T04:44:50.601Z","25211","25211","08a8f87fa5f85a384723eec59e12ee7bd0ee869b06b7ca268c64c55d3a6f8ed8","7,25,5"
"3e0eb158-3614-4435-a41f-ffc2b22428aa","spl_7_25_7","15","answer","completed","undefined","undefined","100.00","Shortest path stimulus","What is the length of the shortest path between the highlighted nodes?","What is the shortest path between the two highlighted nodes?","3","undefined","undefined","undefined","2025-05-22T04:44:50.924Z","2025-05-22T04:45:01.483Z","10559","10559","08a8f87fa5f85a384723eec59e12ee7bd0ee869b06b7ca268c64c55d3a6f8ed8","7,25,7"
"3e0eb158-3614-4435-a41f-ffc2b22428aa","spl_7_25_0","16","answer","completed","undefined","undefined","100.00","Shortest path stimulus","What is the length of the shortest path between the highlighted nodes?","What is the shortest path between the two highlighted nodes?","4","undefined","undefined","undefined","2025-05-22T04:45:01.800Z","2025-05-22T04:45:12.401Z","10601","10601","08a8f87fa5f85a384723eec59e12ee7bd0ee869b06b7ca268c64c55d3a6f8ed8","7,25,0"
"3e0eb158-3614-4435-a41f-ffc2b22428aa","spl_7_25_4","17","answer","completed","undefined","undefined","100.00","Shortest path stimulus","What is the length of the shortest path between the highlighted nodes?","What is the shortest path between the two highlighted nodes?","3","undefined","undefined","undefined","2025-05-22T04:45:12.707Z","2025-05-22T04:45:22.784Z","10077","10077","08a8f87fa5f85a384723eec59e12ee7bd0ee869b06b7ca268c64c55d3a6f8ed8","7,25,4"
"3e0eb158-3614-4435-a41f-ffc2b22428aa","spl_7_25_6","18","answer","completed","undefined","undefined","100.00","Shortest path stimulus","What is the length of the shortest path between the highlighted nodes?","What is the shortest path between the two highlighted nodes?","2","undefined","undefined","undefined","2025-05-22T04:45:23.100Z","2025-05-22T04:45:41.202Z","18102","18102","08a8f87fa5f85a384723eec59e12ee7bd0ee869b06b7ca268c64c55d3a6f8ed8","7,25,6"
